Story intro,Story number,Wikipedia concepts,longitude,latitude
Title: 'GranAlpin' cereal products. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 12 CH1. Gran Alpin is a label for cereals produced above a certain altitude and in organic production systems. It also supports the production of more varieties of cereal. Some cereal specialties; such as buckwheat; used to be grown much more in the mountains; but were then replaced by imported products. In recent years; some producers have started to grow buckwheat again in Graubünden.This is because some traditional mountain dishes are prepared with this cereal; e.g. pizzocheri; a traditional pasta-like dish in Graubünden.,396,innovation; bed; year; switzerland; gross value added; employment; reference; marketing; number; mountain; population density; cereal; pasta; per capita income; landscape; beer,8.231973055555555,46.798561944444444
Title: Quince juice and vinegar from Carcabuey and Priego de Córdoba. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 45 ES. The production occurs in the small orchards located in the described area; both in dry and irrigated land. The production is destined to different markets for its raw sale in Madrid; Israel; or Germany or for its transformation in Puente Genil; Murcia; France; or Portugal. The harvesting process is carried out with the utmost care because although it is hard; its rind is fragile. Traditional techniques have been replaced by more sophisticated agronomic methods throughout the process; from flowering to harvesting and the rest of the year in the thinning and pruning.,358,spain; puente genil; rute; november; year; germany; portugal; reference; mountain; population density; greece; murcia; france; olive oil; tradition; italy; innovation; harvest; vinegar; gross value added; employment; juice; marketing; israel; per capita income; october; madrid; carcabuey; landscape,-3.5,40.2
Title: HOREZU' CERAMICS. Event: Story begin. Description: The MOVING reference member state of this VC is ROMANIA. The reference MOVING Card ID of this VC is VC 16 RO. Production is divided between men and women with everyone involved respecting the specific sequence of operations. The men are the potters. They select and dig the earth they clean; water; knead; trample and mix to transform it into into the 'clay' from which they produce a red pottery with distinctive shape. Each potter has his/her own method of shaping the clay using traditional tools: a potter s wheel and comb for shaping; a hollowed-out bull s horn and a fine wire-tipped stick for decoration; and a wood-burning stove for firing. Women then decorate the fired pots using specific techniques and tools to draw traditional motifs. Their skill in combining decoration and colour defines the personality and uniqueness of these ceramics. The colours are vivid shades of dark brown; red; green; blue and Horezu ivory . This craft is transmitted through families; in workshops from master to apprentice; and at fairs and exhibitions.,244,bed; year; southern carpathians; county; existence; value chain; romania; sales; clay; reference; number; wood-burning stove; mountain; population density; interest; ivory; lotru mountains; day; hand; carpathian mountains; knowledge; addition; cooperation; innovation; town; crisis; sense; gross value added; employment; community; water; cultural heritage; comb; sequence; pottery; wire; trade; blue; earth; per capita income; horezu; vâlcea county; bull; landscape,25.0,46.0
Title: This farm grows and commercializes herbs and with garlic produced mountain area. Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 11 IT. The VC is not dependent on other SES for its production process. Relevant actor is the family farmer who produce white garlic and herbs in mountain area. They use the label Prodotto di Montagna .,144,innovation; bed; year; health; soil; gross value added; employment; commerce; sustainability; market trend; home; reference; number; mountain; population density; potenza; per capita income; farmer; e-commerce; italy; aromaticity; basilicata,12.5,42.5
Title: MOUNTAIN HONEY. Event: Story begin. Description: The MOVING reference member state of this VC is ROMANIA. The reference MOVING Card ID of this VC is VC 01 RO. In 2019 there were a total of 39;501 bee families / hives registered in Brasov county for honey production - more than twice the amount registered in 1990 (INSSE data; 2021). The owners of these hives range from private households to commercial honey producers selling via many different value chains. These range from very local value chains to much longer value chains involving both the international sales of speciality honeys to the blending of honeys for mass sales via multiple retailiers. In all cases there is a clear need for honey producers to continue to work on product conformity and value chain development.,229,bed; data; year; county; reference; number; mountain; population density; poverty; potential; carpathian mountains; knowledge; raspberry; consultancy; transylvania; need; investment; gross value added; water; demand; transhumance; social enterprise; altitude; commune; importance; value chain; vegetation; training; romania; government; productivity; honey; conformity; village; pasture; innovation; disease; bune; climate; employment; people; invasive species; grassland; hill; interventions; management; social exclusion; per capita income; queens; acacia; threat; landscape,25.0,46.0
Title: Venison - Farmed and wild deer - Lochaber LAU1. Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 25 UK. Scotland is the UK's largest venison producer; of 3500 tonnes of wild venison and 70 tonnes of farmed venison. As of 2020 there were 97 deer farms in Scotland. As there are no natural predators for deers they are managed (through culling to maintain a healthy herd). Venison is a highy reputable product and the SQWV (Scottish Quality Wild Venison) scheme workd to ensure humane and proper standards are followed. Farmed and wild deer thrive in the mountainous landscapes of Scotland and several producers are based in Lochaber including Great Glen Charcuterie. They turn venison into charcuterie meats and they are great taste award winners (2020). Whilst Jahama Highland Estate sell wild venison butchery products (mince; burgers; steaks). The farmed and wild vension VC is very reliant on wider SES in terms of good relations with landowners; gamekeepers and tourist ventures and ensuring deer management practices are upheld sustainably. The UK venison market is estimated at £100million and deer management supports 25200 FTE jobs.,270,deer; bed; game; year; charcuterie; value chain; scotland; reference; venison; number; mountain; population density; farm; communication; terrain; cooperation; brexit; innovation; nothing; overgrazing; gross value added; climate; employment; produce; grassland; northern ireland; hill; management; return on investment; meat; per capita income; ben nevis; landscape; great glen,-5.0,57.0
Title: Winter ski recreation in Slovak mountains. Event: Story begin. Description: The MOVING reference member state of this VC is SLOVAKIA. The reference MOVING Card ID of this VC is VC 19 SK. Activities: ski resort service; grooming slopes; marketing; accomodation provision; food catering provision. Key actors: ski resort managers; workers; visitors. VC positively impacts local infrastructure and services development; contribute to local and regional economy.,332,bed; year; ski resort; municipality; winter; high tatras; greenhouse gas; reference; ski; number; mountain; population density; construction; slovakia; resort; energy; innovation; skiing; health; gross value added; requirement; employment; grassland; low tatras; snow; per capita income; soil erosion; lake; landscape,20.0,49.0
Title: Wood charcoal from Gran Canaria island. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 48 ES. Traditional charcoal making is the craft of making charcoal from firewood. This has been an essential source of heat; used for cooking or heating houses. The charcoal maker makes charcoal by building an oven. Since the 16th century; there is evidence of regulations for making charcoal in the Canary Islands mountains. It is a local; ecological product and an example of a renewable resource that promotes the economy and employment in mountain areas; fostering rural development in the Biosphere Reserve of Gran Canaria; thus strengthening its population. It is sold locally in gas stations and stores in San Mateo; Tejeda; and Artenara.,359,renewable resource; spain; forest; year; value chain; canary islands; population density; interest; firewood; wood; majority; carboneros; hand; innovation; oven; need; biosphere reserve; broom; navarre; tree; gross value added; employment; gran canaria; forest stewardship council; flood; century; material; species; andalusia; collaboration; per capita income; charcoal; picón; governance,-3.5,40.2
Title: VIDRA LAKE and LOTRU-CIUNGET HYDROELECTRIC POWER STATION. Event: Story begin. Description: The MOVING reference member state of this VC is ROMANIA. The reference MOVING Card ID of this VC is VC 05 RO. The Lotru-Ciunget HydroElectric Power Station is a complex of three hydroelectric power plants constructed over a period of 17 years 1965 to 1982 . The first and most productive is an underground plant at Ciunget powered by water from Vidra Lake (one of the biggest artificial lakes in Romania with a 140 metre high clay core dam) via an 800 metre drop underground pipe. All the used water is recollected via an underground piping system and flows to the Malaia dam where is there is an aboveground power plant. Malaia dam is a smaller dam and the power plant produces less electricity. From the second dam; the used water collects into the Bradisor dam. This final dam is larger and supplies another larger capacity underground power plant. The total installed capacity of the three power plants is 510 MW and they supply around 1.15 billion kW·hours of electricity per year.to the Romanian national grid.,233,bed; year; commune; southern carpathians; importance; county; romania; vidra lake; clay; reference; number; mountain; population density; hydroelectricity; lotru mountains; majority; europe; energy; carpathian mountains; policy; metre; innovation; hidroelectrica; need; electricity; gross value added; economy; employment; fossil; water; grassland; system; january; plant; per capita income; vâlcea county; landscape,25.0,46.0
Title: THERAPEUTIC BEE PRODUCTS (PROPOLIS and POLLEN). Event: Story begin. Description: The MOVING reference member state of this VC is ROMANIA. The reference MOVING Card ID of this VC is VC 02 RO. In 2019 there were a total of 126;122 bee families / hives registered in Vâlcea County - around three times the amount registered in 1990 (INSSE data; 2021). The owners of these hives range from private households to commercial honey producers selling via many different value chains.,230,bed; pollen; year; southern carpathians; beekeeper; county; vegetation; romania; reference; number; mountain; population density; productivity; responsibility; honey; lotru mountains; logo; carpathian mountains; knowledge; innovation; gross value added; climate; employment; brezoi; invasive species; grassland; interventions; rural development; derogation; propolis; per capita income; vâlcea county; landscape,25.0,46.0
Title: A red corn flour called melga dei bobè'. Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 54 IT. The production of 'melga dei bobè' sees the harvest in the months of October and November; the ears are then opened; cleaned and hung on the attic to dry until the following spring; when they will be shelled and taken to the mill where the millstone; strictly in stone; returns a tasty and red corn flour; excellent for polenta and biscuits.,171,bed; alps; city; year; value chain; municipality; brescia; reference; number; mountain; population density; muscoline; flour; west; farm; italy; innovation; polenta; gross value added; employment; hectare; per capita income; lombardy; bobè; millstone,12.5,42.5
Title: Murbodner Potatoes ('Murbodner Erdäpfel'). Event: Story begin. Description: The MOVING reference member state of this VC is AUSTRIA. The reference MOVING Card ID of this VC is VC 11 AT. 19 farms cultivate different varieties of potatoes and they do seed breeding as well. The potatoes are sold via a supermarket under the label Wir sind Steirer (trade mark owned by this supermarket); and they are marketed via various forms of direct sale (on-farm sale; online) being branded as Murbodner Erdäpfel . The compliance 'region of culinary delight' quality scheme is controlled by the AMA.,11,bed; alps; year; concept; tourism; styria; supermarket; reference; number; mountain; population density; potato; upper styria; weather; cooperation; innovation; gastronomy; gross value added; economy; employment; food; marketing; trade; tuber; alpine climate; per capita income; product placement; valley; austria,14.0,48.0
Title: 'ZOJA' apple tasting box. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 24 CH1. These boxes were developed by a community of interest in order to preserve and promote old high-stemmed apple varieties. A box contains 6-9 varieties of apples (1 each); accompanied by info cards. The varieties are selected only from the Domleschg valley in Grisons.,408,innovation; bed; year; importance; switzerland; gross value added; employment; experience; reference; marketing; apple; number; mountain; population density; grisons; per capita income; community of interest; landscape,8.231973055555555,46.798561944444444
Title: Organic garlic from Olaszfalu. Event: Story begin. Description: The MOVING reference member state of this VC is HUNGARY. The reference MOVING Card ID of this VC is VC 15 HU. Organic garlic production; a joint enterprise of two small family businesses with modern machines purchased with the help of the local Leader LAG. High-quality garlic produced; cleaned; packaged and sold in a design package as Hungarian garlic through short supply chains. Members of European Territorial Quality Mark Bakonyi Local Brand trademark.,127,bed; olaszfalu; year; municipality; hungary; transdanubian mountains; reference; number; mountain; population density; son; zirc; trademark; village; knowledge; innovation; town; business; bakony; gross value added; employment; veszprém county; marketing; system; veszprém; per capita income; landscape,19.0,47.0
Title: Fish farming - PDO (Protected Designation of Origin) Rakfish from Valdres. Event: Story begin. Description: The MOVING reference member state of this VC is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 11 SCA. Rakfish is fermented trout; and is one of the most extended traditional products in Norway. Fish is taken from the water and right after put into buckets with specific salt concentration and temperature to trigger a safe fermentation. In 2006; Rakfisk from Valdres was approved as a protected geographical indication. The fish must come from farms in Valres and be transformed into rakfish within the region. In 2001; Rakfisk from Valdres was the first rakfish in the country to get the quality Specialty of Food Label. They sell it all along Norway in stores and restaurants and through their website. One of the risks of this VC is the pollution associated with fish introduction into mountain water bodies. If it is not done under high control; it can lead to an increase in organic matter and mercury concentration in water; with dramatic consequences for the microbiome.,304,bed; protected geographical indication; fact; year; reference; swimming; number; mountain; population density; rakfisk; farm; e-commerce; valdres; tradition; europe; innovation; hallingdal; tisleifjorden; gross value added; employment; water; microbiome; food; certification; marketing; system; regulation; light; snow; fish; norway; per capita income; fermentation,14.76093611111111,64.77964194444445
Title: Perivillage production - vegetable and fruit. Event: Story begin. Description: The MOVING reference member state of this VC is FRANCE INRAE. The reference MOVING Card ID of this VC is VC 19 FR. In Balagne; the revival is the result of the inhabitants often accompanied by local elected officials. This is the case of the village of Pigna; where the private initiative to plant gardens and orchards (citrus and fruit trees) is now that of the town hall.The construction of the value chain combines the search for additional income; food for residents; spatial planning; and tourist attractiveness.,89,bed; year; value chain; project; reference; number; mountain; population density; road; france; dehydration; village; innovation; town; implementation; permaculture; gross value added; employment; community; food; marketing; trade; species; organization; per capita income; landscape; governance,2.0,47.0
Title: Welsh Lamb with PGI status (Powys (Wales)). Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 12 UK. Welsh Lamb is designated with a PGI mark (since 2003); and it is often considered as the best lamb in the worls. It is reared uing traditional non-intensive processes on (upland) land which is not viable to be used for crop growing or similar activities. Within the Powys area lamb farmers; butchers; abbatoir workers and local shops are involved in the VC. Also local auction houses are involved. The lamb is sold in butchers; supermarkets and in meat boxes online. Welsh lamb; beef and pork industry combined has a value of over £1 billion a year to the Welsh economy and it consumes only 5% of the red meat it produces so exports are very important. Lamb and beef exports account for one third of all sales and are worth more than £224 million (2013). The industry supports over 50;000 jobs. International sales of PGI marked Welsh lamb grew to £154.7 million in 2013.,258,bed; county durham; year; river severn; south; value chain; beef; sales; scottish borders; scotland; red meat; reference; number; mountain; east; population density; lockdown; knowledge; brexit; innovation; england; northern england; wales; gross value added; economy; employment; powys; grassland; brecon beacons; meat; per capita income; river; landscape,-5.0,57.0
Title: Fly fishing of wild salmon in rivers of Badenoch and Strathspey LAU1. Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 06 UK. Fly fishing of wild salmon is an important value chain in the Scottish Highlands. Generally; the fish are caught and then returned to the river (relatively) unharmed to preserve fish stocks. Scottish Wild Salmon has Protected designation of origin (PDO). Much of Scotland's salmon fishing is conducted on the River Spey which is Scotland's second longest river. Salmon fly fishing season runs from February to September. Fly fishing in the area is through permits which can cost between £30- £500 each. Positives for area include economic value to area and involves range of actors.,253,bed; caithness; scottish highlands; river spey; year; aviemore; importance; value chain; trout; surroundings; stocks; scotland; reference; number; mountain; population density; september; aberdeenshire; fly fishing; wildlife; knowledge; brexit; innovation; scotlands; fishing; february; recreation; nairn; gross value added; wales; employment; water; protected designation of origin; inverness; findhorn; badenoch; fish; per capita income; river; asset; landscape; locals,-5.0,57.0
Title: Production of Graviera cheese (Gruyere) in the area Amari; on the western slopes of Psiloritis mountain. Event: Story begin. Description: The MOVING reference member state of this VC is GREECE. The reference MOVING Card ID of this VC is VC 01 GR. The production of graviera affects the graziers of the wider Kalogeros area and their families. The perspectives of the product bring together breeders; cultural associations; local authorities and the total number of local stakeholders involved in the production chain. Also; it affects the local catering; hosting and agro-tourism activities. The importance of the VC for the area has been recognized by the municipal and regional authorities; who are very proactive to support extroversion acti ns. Both the outstanding scenery and the wonderful climate are embedded in the cultures of all the civilizations that lived there. Shepherds houses; called 'mitata' are landmarks of Psiloritis Mountains; made by local; platy; dry-stone material. Totally weatherproof and fully adapted to the landscape; they are still used for cheese production. Psiloritis UNESCO Global Geopark provides excellent opportunities for both recreation and education.,92,bed; education; beauty; year; importance; mitata; flora; tourism; vegetation; sheep milk; ethics; uncertainty; life; cheese; reference; number; mountain; population density; greece; amari valley; cheesemaking; village; sheep; innovation; art; business; island; milk; gastronomy; dairy product; gross value added; goat; employment; people; crete; geopark; marketing; whey; material; agrafa; catering; per capita income; attention; valley; dairy; graviera; landscape; locals,23.0,38.5
Title: Horse breeding in mountain areas. Event: Story begin. Description: The MOVING reference member state of this VC is SLOVAKIA. The reference MOVING Card ID of this VC is VC 09 SK. Key activities: horse breeding; horse feed production; horse training; activities with public; agrotourism. Key actors: horse owners; land owners; horse breeding experts; fieldworkrs; public Positive impact on local and regional SES is employment and pasture land maintenance in mountain areas.,322,bed; carriage; city; year; municipality; horse breeding; experience; reference; number; mountain; society; population density; slovakia; village; pasture; meadow; innovation; horse training; gross value added; employment; grassland; horse; marble; per capita income; self; polichno; valley; river; time; asset; landscape,20.0,49.0
Title: Pine Nuts. Event: Story begin. Description: The MOVING reference member state of this VC is TURKEY. The reference MOVING Card ID of this VC is VC 17 TR. Kozak type pine nuts are a very special and valuable type in terms of export. Turkey is very important country to producers and exporters of pine nuts (Pinus pinea L.)( etin; 2003; Öztürk and Küçükerdem; 2017) .The pick up activity of pine nuts is done by small family farmers using with special pole/stake while the processing is done by cooperatives and firms; with specific rules. The cooperative activities have an important impact on the regional SES. The perspectives of the product bring together the farmers; the local government; cooperatives and firms.,451,bed; altitude; patent; education; year; soil structure; office; sea; bergama; second; agriculture; reference; number; mountain; population density; plateau; peanut; trademark; pine nut; export; innovation; tree; cream; gross value added; gneiss; employment; cooperative; marketing; turkey; granite; plant; niche market; per capita income; october; madra mountains; forestry; landscape,36.0,39.0
Title: Pirot hard cheese from sheep and cow milk. Event: Story begin. Description: The MOVING reference member state of this VC is SERBIA. The reference MOVING Card ID of this VC is VC 10 SER. The VC is dominated by the production of single dairy; Secondary dairy school in Pirot that is the guardian of the tradition and know how. There are around 13000 sheep produced by small scale farmers and the main milking season is May to October; while the rest of the year entails more use of cow milk in the cheese composition. The Dairy school is selling directly to consumers; through own shop to local market and through retail network. There is little readiness for further innovation in this moment; and the initiative to work on furhter quality distinction between PDO cheese are not taken yet.,276,bed; basket; balkan mountains; grazing; year; bulgaria; small hydro; cheese; reference; number; mountain; population density; school; livestock; skill; manufacturing; serbia; tradition; sheep; park; innovation; biodiversity; pirot; milk; gross value added; employment; grassland; marketing; in this moment; per capita income; dairy; landscape; governance,20.933333333333334,43.95
Title: 'Veg Alp' gourmet culinary products. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 20 CH1. Veg Alp is an initiative of gourmet chefs in Grisons who experiment with local flavors; breeds and species to create luxury foods for restaurants and private customers. For example; they make 'soy sauce' from barley or treat vegetables like traditional dried meat to cater to a vegan audience.,404,innovation; bed; year; switzerland; soy sauce; gross value added; employment; reference; number; mountain; population density; veganism; grisons; per capita income; landscape,8.231973055555555,46.798561944444444
Title: Jogitz yogurt made from Goat's milk (several flavours). Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 06 CH2. The VC includes a family farm that produces; processes and sells yogurt directly on the farm. Sales are also made to local cheese dairies. The products is labbeled 'IP Suisse'.,417,bed; yogurt; genetic diversity; grazing; year; summer; reference; number; population density; limestone; farm; pasture; innovation; middle ages; switzerland; milk; cattle; gross value added; goat; rara; employment; grassland; system; species; direct selling; per capita income; asset; dairy; landscape,8.231973055555555,46.798561944444444
Title: Murtaler pumpkin seed oil ('Kürbiskernöl'). Event: Story begin. Description: The MOVING reference member state of this VC is AUSTRIA. The reference MOVING Card ID of this VC is VC 18 AT. The oil is produced by 4 family farms; who sell their product on-farm; in farmers' cooperative shops and other small shops in the region. The marketing is supported by the regional tourism initiative (Spielberg Tourismus).,18,bed; mürz; alps; fact; year; northern limestone alps; eastern alps; styria; bit; reference; number; mountain; mürzzuschlag; population density; oil; lower austria; cooperation; innovation; gross value added; climate; employment; pumpkin seed oil; marketing; per capita income; burgenland; valley; austria; river; pumpkin; landscape,14.0,48.0
Title: Tourism /one of the main activities in mountain regions; Zlatibor mountain as one VC. Event: Story begin. Description: The MOVING reference member state of this VC is SERBIA. The reference MOVING Card ID of this VC is VC 08 SER. Zlatibor is very popular touristic place with many natural characteristics that make it suitable for different types of tourism - health tourism (air-spa); congress tourism; and individual tourism with many opportunities for adventure tourism; sport tourism; rural tourism; etc. The touristic offer is very wide; from leisure; natural beauty; recreation opportunities; mountainous sport preparation for teams; rural experiences with offer of participating in field works; etc. There are different types of accommodation; from rural houses to high ranked hotels. The centre of the Zlatibor Mountain - Zlatibor settlement; is becoming over-urbanised; creating different problems for local SES. Local food products are also creating an important part of the offer; giving the opportunity to local producers and processors to have short VC for their products. Meat and Dairy products from the area are very well known in Serbia; and they are also sold outside from the area of Zlatibor. Zlatibor touristic offer includes wide region; and it is starting to impact other areas; like Zlatar; Tara and other neighbouring places. This impact is both positive and negative. Livestock production is leading agricultural activity and it is usually combined with fruit production; and/or production of grains like buckwheat; ray; oat; etc. There are smaller and bigger processing units for fruits and meat in the area. Dry beef meat is product with Geographical indication; protected at Serbian level. Municipality Cajetina is one of the most developed municipalities in Serbia due to the high touristic potential of the area.,287,wool; year; fauna; flora; tourism; winter; protection; summer; agriculture; number; mountain; population density; serbia; village; innovation; spa; pirot; destinations; health; gross value added; zlatibor; climate; history; employment; water; people; food; grassland; marketing; century; species; meat; alpine climate; per capita income; sirogojno; dinaric alps; air pollution; time; dairy; sport; landscape; governance,20.933333333333334,43.95
Title: Beef cattle breeding in mountains. Event: Story begin. Description: The MOVING reference member state of this VC is SLOVAKIA. The reference MOVING Card ID of this VC is VC 05 SK. Key activities: cattle breeding; meat processing. Key actors: farmers. Local and regional impact of VC - pasture land maintenance .,318,innovation; bed; year; beef; cattle; gross value added; employment; karst; grassland; reference; attractiveness; number; mountain; population density; natural monument; per capita income; slovakia; present; pasture; sheep; landscape,20.0,49.0
Title: Almenland Honey. Event: Story begin. Description: The MOVING reference member state of this VC is AUSTRIA. The reference MOVING Card ID of this VC is VC 05 AT. The value chain includes 4 bee product producing farmers; who market their products either via direct sale (on farm) or through regional partners (shops and gastronomy). They offer educational programmes and vocational trainings; and cooperate with the Austrian apitherapy association.,5,bed; average; alps; engagement; colony; pollen; year; germany; value chain; mead; weiz; winter; training; styria; summer; agriculture; number; population density; phyllite; venom; limestone; lower austria; honey; multiplication; beeswax; europe; pasture; slate; royal jelly; cooperation; apitherapy; innovation; summer solstice; gross value added; employment; greywacke; pollinator; food; wax; marketing; propolis; per capita income; upper austria; austria; thermometer; capita; approx,14.0,48.0
Title: 'Azpi Gorri' Goat Breed. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 19 ES. The breed has its origin in the Pyrenean stock; whose ancestral representative is the capra aegagrus. The main productive use is meat. The suckling goats are slaughtered at around 35 to 40 days after birth; having drunk only their mother's milk. They reach about 10 to 11 kg live weight which becomes 7 to 8 kg carcass weight. The carcasses are left for 3 to 4 days in airing until they are ready to be cooked. The 'caprino mayor' (from cull goats; which is usually consumed in rural areas and was once used for canning) is also consumed. Owners are family farms; generally small in size (20-30 goats). Farms with more than 50 goats are rare and farms with 100 or more goats are exceptional.,342,spain; year; book; taste; zeanuri; slow food; zeberio; april; recession; reference; society; mountain; lava; population density; canning; zigoitia; freedom; province; orozko; livestock; cantabrian mountains; massif; park; herd; innovation; país; biodiversity; mayor; survival; navarre; milk; birth; zuia; gross value added; employment; community; breed; food; grassland; urkabustaiz; meat; per capita income; landscape,-3.5,40.2
Title: Medicinal herbs - NTFP. Event: Story begin. Description: The MOVING reference member state of this VC is NMK. The reference MOVING Card ID of this VC is VC 05 NMK. Key actors dealing with NTFP in Maleshevija : a) Agro Maks b) Balivski c) Emilija Pehcheva d) Krstovski Gjorgji There are many private individuals/families leaving in the region of Maleshevija; who are engaged in collecting and selling this product.,189,respiratory system; innovation; bed; forest; republic; year; berovo; medicine; gross value added; technology; employment; bregalnica; reference; marketing; number; mountain; population density; strumica; per capita income; potential,21.716669444444445,41.65
Title: Family owned forestry. Event: Story begin. Description: The MOVING reference member state of this VC is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 19 SCA. Family-owned forests in Finland represent between a 50-60% of the forestry land and produce about the 80 percent of the timber needed in industry. The average size of a family owned forest in Finland is 30;5 ha and more than a half is transferred by inheritance. The Forest Owner 2020 survey showed that tendencies of owners that live in urban settings are changing and new generations are willing to stay close to their forests. In fact; over 50% of the owners live in their holdings. The number of owners with higher education is also increasing. The growing season last around 80 days in Finland and in 2018 the average growth per day was of 1.3 million cubic metres. Forest industry is the main export sector in Finalnd.,312,biorefinery; bed; average; forest; fact; education; year; soil structure; germany; inheritance; romania; reference; number; kemijärvi; mountain; population density; scandinavia; sweden; fire; wood; day; export; santa claus; finland; innovation; nanocellulose; gross value added; climate; employment; species; per capita income; norway; attention; risk; forestry; rovaniemi,14.76093611111111,64.77964194444445
Title: Elderly care in Carcabuey. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 34 ES. This highly feminised value chain combines public; private and social resources in a mixed governance system that incorporates the monetised and the non-monetised; and which is allowing both these elderly people and local and immigrant women who work in the chain to stay in the territory and for the first time professionalise the sector; while generating tangible and intangible; individual and collective value. It is a self-perceived quality chain in which the cultural; participatory and social cohesion aspects of the municipality are of great relevance; together with the health; care or family aspects that are generally present in the care field.,351,informal economy; spain; year; value chain; municipality; availability; perception; reference; mountain; society; population density; park; innovation; survival; gross value added; employment; relevance; system; structuring; per capita income; self; risk; carcabuey; landscape; governance,-3.5,40.2
Title: Savoi- the Reconquest of the winemakers. Event: Story begin. Description: The MOVING reference member state of this VC is France VINIDEA. The reference MOVING Card ID of this VC is VC 01 FR. Wine growing is the 2nd largest agricultural activity of Savoyard agriculture; after milk production. In Jongieux are located 6 commercial wine producers; making wine under Vins de Savoie Jongieux cru and Rousette de Savoie Marestel cru denomination. 5% of wine is exported and this number is growing. From 1999 the Association Coteuax Jongieux et Marestel is helping wine growers to reconstruct historical vineyards on the higher altitudes. Jongieux is attractive for wine and gastronomic tourists; it is the part of official touristic itinerary Route des Vins de Savoie.,173,bed; year; commune; soil; belley; rhône; agriculture; reference; number; vineyard; mountain; population density; france; appellation; village; ridge; jongieux; innovation; auvergne; town; milk; savoie; gross value added; employment; century; altesse; per capita income; wine; landscape; territory,2.0,47.0
Title: Ecological garden in Pallagvölgy - a joint enterprise. Event: Story begin. Description: The MOVING reference member state of this VC is HUNGARY. The reference MOVING Card ID of this VC is VC 18 HU. An ecological vegetable garden in the mountains of Börzsöny; run in partnership by 5 individual producers and the local authority. They use permaculture and aim to sell their products (vegetables; friut) through a box scheme. This is the first year of the project; they are in the phase of development. The municipality helps them with 4 public employees; providing some land and investment for equipment and machinary. The local municipality also receives revenue from the products sold through the box system.,130,innovation; bed; draughts; year; municipality; permaculture; box; gross value added; employment; pest county; hungary; kóspallag; reference; marketing; number; mountain; population density; per capita income; vác; village; asset; landscape; governance,19.0,47.0
Title: ALL SEASON MOUNTAIN TOURISM (BANSKO RESORT). Event: Story begin. Description: The MOVING reference member state of this VC is BULGARIA. The reference MOVING Card ID of this VC is VC 10 BG.,31,innovation; bed; year; bulgaria; gross value added; employment; bansko municipality; blagoevgrad province; reference; marketing; number; mountain; population density; pirin national park; per capita income; landscape,25.5,42.75
Title: Chestnut flour coming from the rediscovered chesnut cultivation activities in the area. Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 02 IT. Key activities and key actors; labelling; quality schemes in place; dependencies of VC on local SES and impacts (positive and negative ) of VC on regional SES.   .,137,bed; altitude; alps; year; fruit; tuscany; taste; value chain; municipality; apuan alps; florence; reference; social network; number; mountain; population density; interest; flour; farm; italy; innovation; tree; stazzema; gross value added; employment; lucca; marketing; system; management; organization; per capita income; landscape,12.5,42.5
